PRESENTED_AT_ID,Paper_ID,Edition_ID
36530,13216,36413
36531,13217,36420
36532,13218,36420
36533,13219,36420
36534,13220,36421
36535,13221,36422
36536,13222,36415
36537,13223,36423
36538,13224,36411
36539,13225,36420
36540,13226,36412
36541,13227,36411
36542,13228,36414
36543,13229,36421
36544,13230,36411
36545,13231,36416
36546,13232,36420
36547,13233,36412
36548,13234,36411
36549,13235,36415
36550,13237,36424
36551,13238,36424
36552,13239,36425
36553,13240,36421
36554,13241,36426
36555,13242,36411
36556,13243,36422
36557,13244,36415
36558,13245,36412
36559,13246,36414
36560,13247,36427
36561,13248,36411
36562,13249,36422
36563,13250,36419
36564,13251,36411
36565,13252,36411
36566,13253,36416
36567,13254,36421
36568,13255,36411
36569,13256,36414
36570,13257,36415
36571,13258,36428
36572,13259,36422
36573,13260,36421
36574,13261,36422
36575,13262,36412
36576,13263,36420
36577,13264,36415
36578,13265,36412
36579,13266,36415
36580,13267,36429
36581,13268,36417
36582,13269,36420
36583,13270,36430
36584,13271,36427
36585,13272,36420
36586,13273,36422
36587,13274,36418
36588,13275,36414
36589,13276,36413
36590,13277,36424
36591,13278,36424
36592,13279,36412
36593,13280,36411
36594,13281,36420
36595,13282,36411
36596,13283,36413
36597,13284,36414
36598,13285,36422
36599,13286,36427
36600,13287,36426
36601,13288,36422
36602,13289,36413
36603,13290,36422
36604,13291,36422
36605,13292,36415
36606,13293,36422
36607,13294,36422
36608,13295,36422
36609,13296,36422
36610,13297,36420
36611,13298,36413
36612,13299,36417
36613,13300,36411
36614,13301,36422
36615,13302,36420
36616,13303,36422
36617,13304,36424
36618,13305,36425
36619,13306,36422
36620,13307,36421
36621,13308,36427
36622,13309,36414
36623,13310,36422
36624,13311,36420
36625,13312,36426
36626,13313,36412
36627,13314,36421
36628,13315,36422
36629,13316,36412
36630,13317,36426
36631,13318,36420
36632,13319,36411
36633,13320,36414
36634,13321,36411
36635,13322,36411
36636,13323,36421
36637,13324,36414
36638,13325,36425
36639,13326,36420
36640,13327,36411
36641,13328,36412
36642,13329,36420
36643,13330,36418
36644,13331,36414
36645,13332,36420
36646,13333,36422
36647,13334,36420
36648,13335,36422
36649,13336,36411
36650,13337,36421
36651,13338,36422
36652,13339,36420
36653,13340,36420
36654,13341,36422
36655,13342,36416
36656,13343,36411
36657,13344,36420
36658,13345,36425
36659,13346,36428
36660,13347,36424
36661,13348,36411
36662,13349,36421
36663,13350,36412
36664,13351,36411
36665,13352,36420
36666,13354,36420
36667,13355,36431
36668,13356,36411
36669,13357,36421
36670,13358,36421
36671,13359,36415
36672,13360,36411
36673,13361,36428
36674,13362,36420
36675,13363,36416
36676,13364,36428
36677,13365,36411
36678,13366,36432
36679,13367,36427
36680,13368,36411
36681,13369,36412
36682,13370,36433
36683,13371,36434
36684,13372,36411
36685,13373,36411
36686,13374,36428
36687,13375,36420
36688,13376,36425
36689,13377,36424
36690,13378,36427
36691,13379,36411
36692,13380,36411
36693,13381,36421
36694,13382,36428
36695,13383,36411
36696,13384,36411
36697,13385,36411
36698,13386,36415
36699,13387,36422
36700,13388,36425
36701,13389,36422
36702,13390,36411
36703,13391,36421
36704,13392,36434
36705,13393,36420
36706,13394,36422
36707,13395,36412
36708,13396,36427
36709,13397,36429
36710,13398,36423
36711,13399,36424
36712,13400,36411
36713,13401,36433
36714,13402,36412
36715,13403,36435
36716,13404,36411
36717,13405,36425
36718,13406,36418
36719,13407,36421
36720,13408,36414
36721,13409,36424
36722,13410,36420
36723,13411,36420
36724,13412,36412
36725,13413,36412
36726,13414,36420
36727,13415,36411
36728,13416,36411
36729,13417,36425
36730,13418,36411
36731,13419,36411
36732,13420,36411
36733,13421,36415
36734,13422,36411
36735,13423,36415
36736,13424,36411
36737,13425,36429
36738,13426,36422
36739,13427,36411
36740,13428,36420
36741,13429,36420
36742,13430,36412
36743,13431,36412
36744,13432,36411
36745,13433,36420
36746,13434,36411
36747,13435,36418
36748,13436,36411
36749,13437,36424
36750,13438,36412
36751,13439,36421
36752,13440,36414
36753,13441,36420
36754,13442,36415
36755,13443,36420
36756,13444,36422
36757,13445,36411
36758,13446,36420
36759,13447,36420
36760,13448,36431
36761,13449,36414
36762,13450,36413
36763,13451,36420
36764,13452,36418
36765,13453,36412
36766,13454,36412
36767,13455,36412
36768,13456,36411
36769,13457,36411
36770,13458,36420
36771,13459,36411
36772,13460,36420
36773,13461,36422
36774,13462,36422
36775,13463,36420
36776,13464,36422
36777,13465,36432
36778,13466,36422
36779,13467,36412
36780,13468,36417
36781,13469,36411
36782,13470,36421
36783,13471,36415
36784,13472,36427
36785,13473,36421
36786,13474,36422
36787,13475,36412
36788,13476,36414
36789,13477,36421
36790,13478,36435
36791,13479,36411
36792,13480,36411
36793,13481,36421
36794,13482,36420
36795,13483,36425
36796,13484,36417
36797,13485,36433
36798,13486,36425
36799,13487,36415
36800,13488,36421
36801,13489,36421
36802,13490,36420
36803,13491,36412
36804,13492,36420
36805,13493,36411
36806,13494,36421
36807,13495,36418
36808,13496,36414
36809,13497,36418
36810,13498,36421
36811,13499,36428
36812,13500,36421
36813,13501,36421
36814,13502,36412
36815,13503,36419
36816,13504,36422
36817,13505,36421
36818,13506,36415
36819,13507,36420
36820,13508,36415
36821,13509,36411
36822,13510,36412
36823,13511,36417
36824,13512,36429
36825,13513,36428
36826,13514,36411
36827,13515,36412
36828,13516,36412
36829,13517,36411
36830,13518,36420
36831,13519,36414
36832,13520,36421
36833,13521,36422
36834,13522,36424
36835,13523,36422
36836,13524,36422
36837,13525,36415
36838,13526,36413
36839,13527,36419
36840,13528,36422
36841,13529,36434
36842,13530,36412
36843,13531,36423
36844,13532,36420
36845,13533,36414
36846,13534,36420
36847,13535,36414
36848,13536,36420
36849,13537,36411
36850,13538,36429
36851,13539,36411
36852,13540,36432
36853,13541,36422
36854,13542,36414
36855,13543,36424
36856,13544,36411
36857,13545,36411
36858,13546,36413
36859,13547,36412
36860,13548,36413
36861,13549,36416
36862,13550,36420
36863,13551,36418
36864,13552,36415
36865,13553,36432
36866,13554,36434
36867,13555,36420
36868,13556,36428
36869,13557,36415
36870,13558,36411
36871,13559,36421
36872,13560,36416
36873,13561,36422
36874,13562,36421
36875,13563,36415
36876,13564,36420
36877,13565,36434
36878,13566,36418
36879,13567,36422
36880,13568,36421
36881,13569,36420
36882,13570,36415
36883,13571,36427
36884,13572,36412
36885,13573,36430
36886,13574,36421
36887,13575,36414
36888,13576,36421
36889,13577,36415
36890,13578,36411
36891,13579,36411
36892,13580,36412
36893,13581,36425
36894,13582,36411
36895,13583,36413
36896,13584,36425
36897,13585,36414
36898,13586,36412
36899,13587,36412
36900,13588,36421
36901,13589,36425
36902,13590,36411
36903,13591,36412
36904,13592,36420
36905,13593,36411
36906,13594,36422
36907,13595,36411
36908,13596,36421
36909,13597,36430
36910,13598,36412
36911,13599,36425
36912,13600,36422
36913,13601,36425
36914,13602,36415
36915,13603,36411
36916,13604,36411
36917,13605,36421
36918,13606,36422
36919,13607,36418
36920,13608,36422
36921,13609,36426
36922,13610,36411
36923,13611,36412
36924,13612,36412
36925,13613,36411
36926,13614,36425
36927,13615,36435
36928,13616,36418
36929,13617,36421
36930,13618,36424
36931,13619,36411
36932,13620,36420
36933,13621,36421
36934,13622,36424
36935,13623,36421
36936,13624,36426
36937,13625,36413
36938,13626,36420
36939,13627,36426
36940,13628,36415
36941,13629,36432
36942,13630,36421
36943,13631,36419
36944,13632,36415
36945,13633,36420
36946,13634,36413
36947,13635,36425
36948,13636,36411
36949,13637,36411
36950,13638,36422
36951,13639,36421
36952,13640,36422
36953,13641,36412
36954,13642,36421
36955,13643,36417
36956,13644,36420
36957,13645,36421
36958,13646,36411
36959,13647,36427
36960,13648,36412
36961,13649,36421
36962,13650,36412
36963,13651,36421
36964,13652,36416
36965,13653,36413
36966,13654,36424
36967,13655,36425
36968,13656,36416
36969,13657,36411
36970,13658,36411
36971,13659,36413
36972,13660,36421
36973,13661,36411
36974,13662,36434
36975,13663,36430
36976,13664,36420
36977,13665,36411
36978,13666,36419
36979,13667,36434
36980,13668,36411
36981,13669,36415
36982,13670,36422
36983,13671,36412
36984,13672,36420
36985,13673,36422
36986,13674,36422
36987,13675,36411
36988,13676,36428
36989,13677,36420
36990,13678,36411
36991,13679,36420
36992,13680,36422
36993,13681,36420
36994,13682,36411
36995,13683,36420
36996,13684,36422
36997,13685,36411
36998,13686,36411
36999,13687,36415
37000,13688,36411
37001,13689,36425
37002,13690,36414
37003,13691,36426
37004,13692,36420
37005,13693,36428
37006,13694,36428
37007,13695,36420
37008,13697,36422
37009,13698,36423
37010,13699,36422
37011,13700,36422
37012,13701,36420
37013,13702,36414
37014,13703,36432
37015,13704,36412
37016,13705,36414
37017,13706,36420
37018,13707,36413
37019,13708,36411
37020,13709,36433
37021,13710,36414
37022,13711,36426
37023,13712,36431
37024,13713,36420
37025,13714,36411
37026,13715,36422
37027,13716,36412
37028,13717,36411
37029,13718,36418
37030,13719,36433
37031,13720,36411
37057,13721,36421
37058,13722,36411
37059,13723,36424
37060,13724,36420
37061,13725,36422
37062,13726,36412
37063,13727,36421
37064,13728,36422
37065,13729,36427
37066,13730,36411
37067,13731,36412
37068,13732,36423
37069,13733,36411
37070,13734,36422
37071,13735,36420
37072,13736,36418
37073,13737,36422
37074,13738,36411
37075,13739,36422
37076,13740,36422
37077,13741,36421
37078,13742,36428
37079,13743,36411
37080,13744,36411
37081,13745,36415
37082,13746,36422
37083,13748,36426
37084,13749,36411
37085,13750,36412
37086,13751,36435
37087,13752,36428
37088,13753,36425
37089,13754,36421
37090,13755,36424
37091,13756,36420
37092,13757,36412
37093,13758,36426
37094,13759,36411
37095,13760,36411
37096,13761,36421
37097,13762,36428
37098,13763,36420
37099,13764,36421
37100,13765,36412
37101,13766,36411
37102,13767,36412
37103,13768,36413
37104,13769,36422
37105,13770,36422
37106,13771,36411
37107,13772,36422
37108,13773,36422
37109,13774,36422
37110,13775,36421
37111,13776,36420
37112,13777,36411
37113,13778,36422
37114,13779,36422
37115,13780,36425
37116,13781,36432
37117,13782,36420
37118,13783,36411
37119,13784,36411
37120,13785,36412
37121,13786,36415
37122,13787,36418
37123,13788,36420
37124,13789,36412
37125,13790,36411
37126,13791,36419
37127,13792,36420
37128,13793,36425
37129,13794,36415
37130,13795,36428
37131,13796,36420
37132,13797,36420
37133,13798,36431
37134,13799,36420
37135,13800,36421
37136,13801,36429
37137,13802,36420
37138,13803,36411
37139,13804,36422
37140,13805,36421
37141,13806,36422
37142,13807,36420
37143,13808,36421
37144,13809,36411
37145,13810,36411
37146,13811,36420
37147,13812,36420
37148,13813,36432
37149,13814,36412
37150,13815,36420
37151,13816,36418
37152,13817,36420
37153,13818,36420
37154,13819,36434
37155,13820,36424
37156,13821,36422
37157,13822,36422
37158,13823,36428
37159,13824,36421
37160,13825,36435
37161,13826,36426
37162,13827,36411
37163,13828,36421
37164,13829,36414
37165,13830,36421
37166,13831,36426
37167,13832,36426
37168,13833,36422
37169,13834,36422
37170,13835,36411
37171,13836,36424
37172,13837,36421
37173,13838,36411
37174,13839,36411
37175,13840,36415
37176,13841,36425
37177,13842,36420
37178,13843,36411
37179,13844,36412
37180,13845,36427
37181,13846,36417
37182,13847,36412
37183,13848,36421
37184,13849,36425
37185,13850,36435
37186,13851,36424
37187,13852,36415
37188,13853,36415
37189,13854,36421
37190,13855,36420
37191,13856,36411
37192,13857,36411
37193,13858,36412
37194,13859,36420
37195,13860,36422
37196,13861,36425
37197,13862,36414
37198,13863,36434
37199,13864,36418
37200,13865,36421
37201,13866,36420
37202,13867,36427
37203,13868,36412
37204,13869,36422
37205,13870,36412
37206,13871,36415
37207,13872,36421
37208,13873,36422
37209,13874,36425
37210,13875,36420
37211,13876,36412
37212,13877,36421
37213,13878,36420
37214,13879,36411
37215,13880,36422
37216,13881,36419
37217,13882,36411
37218,13883,36420
37219,13884,36433
37220,13885,36422
37221,13886,36425
37222,13887,36411
37223,13888,36434
37224,13889,36420
37225,13890,36414
37226,13891,36412
37227,13892,36423
37228,13893,36419
37229,13894,36425
37230,13895,36411
37231,13896,36420
37232,13897,36412
37233,13898,36420
37234,13899,36418
37235,13900,36412
37236,13901,36426
37237,13902,36422
37238,13903,36435
37239,13904,36411
37240,13905,36420
37241,13906,36425
37242,13907,36419
37243,13908,36420
37244,13909,36414
37245,13910,36412
37246,13911,36421
37247,13912,36422
37248,13913,36422
37249,13914,36415
37250,13915,36418
37251,13916,36420
37252,13917,36415
37253,13918,36433
37254,13919,36428
37255,13920,36422
37256,13921,36426
37257,13922,36428
37258,13923,36412
37259,13924,36424
37260,13925,36411
37261,13926,36412
37262,13927,36427
37263,13928,36411
37264,13929,36413
37265,13930,36424
37266,13931,36430
37267,13932,36420
37268,13933,36411
37269,13934,36412
37270,13935,36421
37271,13936,36420
37272,13937,36412
37273,13938,36418
37274,13939,36431
37275,13940,36422
37276,13941,36411
37277,13942,36420
37278,13943,36421
37279,13944,36434
37280,13945,36420
37281,13946,36411
37282,13947,36411
37283,13948,36426
37284,13949,36418
37285,13950,36421
37286,13951,36414
37287,13952,36411
37288,13953,36424
37289,13954,36412
37290,13955,36420
37291,13956,36422
37292,13957,36422
37293,13958,36418
37294,13959,36425
37295,13960,36420
37296,13961,36411
37297,13962,36411
37298,13963,36420
37299,13964,36420
37300,13965,36411
37301,13966,36411
37302,13967,36411
37303,13968,36415
37304,13969,36411
37305,13970,36428
37306,13971,36420
37307,13972,36427
37308,13973,36415
37309,13974,36422
37310,13975,36414
37311,13976,36420
37312,13977,36417
37313,13978,36413
37314,13979,36433
37315,13980,36412
37316,13981,36415
37317,13982,36421
37318,13983,36422
37319,13984,36428
37320,13985,36411
37321,13986,36413
37322,13987,36424
37323,13988,36424
37324,13989,36411
37325,13990,36421
37326,13991,36422
37327,13992,36422
37328,13993,36421
37329,13994,36421
37330,13995,36433
37331,13996,36425
37332,13997,36411
37333,13998,36412
37334,13999,36426
37335,14000,36420
37336,14001,36422
37337,14002,36411
37338,14003,36435
37339,14004,36422
37340,14005,36414
37341,14006,36411
37342,14007,36422
37343,14008,36417
37344,14009,36415
37345,14010,36421
37346,14011,36421
37347,14012,36411
37348,14013,36411
37349,14014,36414
37350,14015,36418
37351,14016,36420
37352,14017,36422
37353,14018,36421
37354,14019,36411
37355,14020,36421
37356,14021,36420
37357,14022,36426
37358,14023,36412
37359,14024,36425
37360,14025,36411
37361,14026,36411
37362,14027,36412
37363,14028,36433
37364,14029,36418
37365,14030,36420
37366,14031,36431
37367,14032,36433
37368,14033,36435
37369,14034,36411
37370,14035,36412
37371,14036,36425
37372,14037,36427
37373,14038,36414
37374,14039,36433
37375,14040,36412
37376,14041,36428
37377,14042,36411
37378,14043,36416
37379,14044,36428
37380,14045,36420
37381,14046,36414
37382,14047,36420
37383,14048,36420
37384,14049,36412
37385,14050,36416
37386,14051,36411
37387,14052,36417
37388,14053,36426
37389,14054,36431
37390,14055,36422
37391,14056,36412
37392,14057,36412
37393,14058,36425
37394,14059,36432
37395,14060,36421
37396,14061,36422
37397,14062,36412
37398,14063,36411
37399,14064,36432
37400,14065,36414
37401,14066,36435
37402,14067,36422
37403,14068,36434
37404,14069,36416
37405,14070,36421
37406,14071,36414
37407,14072,36434
37408,14073,36422
37409,14074,36421
37410,14075,36411
37411,14076,36420
37412,14077,36422
37413,14078,36421
37414,14079,36414
37415,14080,36412
37416,14081,36411
37417,14082,36412
37418,14083,36415
37419,14084,36412
37420,14085,36425
37421,14086,36422
37422,14087,36414
37423,14088,36420
37424,14089,36412
37425,14090,36415
37426,14091,36421
37427,14092,36411
37428,14093,36411
37429,14094,36424
37430,14095,36421
37431,14096,36426
37432,14097,36421
37433,14098,36424
37434,14099,36414
37435,14100,36420
37436,14101,36420
37437,14102,36420
37438,14103,36424
37439,14104,36427
37440,14105,36414
37441,14106,36422
37442,14107,36422
37443,14108,36425
37444,14109,36424
37445,14110,36414
37446,14111,36426
37447,14112,36420
37448,14113,36415
37449,14114,36411
37450,14115,36420
37451,14116,36421
37452,14117,36411
37453,14119,36416
37454,14120,36415
37455,14121,36419
37456,14122,36420
37457,14123,36420
37458,14124,36420
37459,14125,36411
37460,14126,36422
37461,14127,36413
37462,14128,36425
37463,14129,36423
37464,14130,36411
37465,14131,36411
37466,14132,36420
37467,14133,36426
37468,14134,36415
37469,14135,36422
37470,14136,36412
37471,14137,36414
37472,14138,36422
37473,14139,36419
37474,14140,36429
37475,15571,36448
37476,15572,36448
37477,15573,36449
37478,15574,36448
37479,15575,36449
37480,15576,36450
37481,15577,36451
37482,15578,36449
37483,15579,36451
37484,15580,36448
37485,15581,36449
37486,15582,36450
37487,15583,36448
37488,15584,36450
37489,15585,36451
37490,15586,36451
37491,15587,36451
37492,15588,36451
37493,15589,36451
37494,15590,36450
37495,15591,36451
37496,15592,36449
37497,15593,36449
37498,15594,36449
37499,15595,36451
37500,15596,36450
37501,15597,36451
37502,15598,36451
37503,15599,36450
37504,15600,36448
37505,15601,36449
37506,15602,36450
37507,15603,36448
37508,15604,36450
37509,15605,36451
37510,15606,36451
37511,15607,36449
37512,15608,36451
37513,15609,36452
37514,15610,36452
37515,15611,36452
37516,15612,36452
37517,15613,36452
37518,15614,36452
37519,15615,36452
37520,15616,36453
37521,15617,36452
37522,15618,36452
37523,15619,36453
37524,15620,36452
37525,15621,36453
37526,15622,36453
37527,15623,36452
37528,15624,36452
37529,15625,36453
37530,15626,36452
37531,15627,36453
37532,15628,36452
37533,15629,36452
37534,15630,36452
37535,15631,36452
37536,15632,36453
37537,15633,36452
37538,15634,36452
37539,15635,36452
37540,15636,36453
37541,15637,36452
37542,15638,36452
37543,15639,36452
37544,15640,36453
37545,15641,36453
37546,15642,36453
37547,15643,36452
37548,15644,36452
37549,15645,36452
37550,15646,36452
37551,15647,36453
37552,15648,36453
37553,15649,36452
37554,15650,36453
37555,15651,36452
37556,15652,36452
37557,15653,36453
37558,15654,36454
37559,15655,36455
37560,15656,36456
37561,15657,36455
37562,15658,36455
37563,15659,36456
37564,15660,36456
37565,15661,36454
37566,15662,36456
37567,15663,36456
37568,15664,36455
37569,15665,36456
37570,15666,36456
37571,15667,36454
37572,15668,36456
37573,15669,36455
37574,15670,36455
37575,15671,36454
37576,15672,36455
37577,15673,36454
37578,15674,36454
37579,15675,36455
37580,15676,36456
37581,15677,36456
37582,15678,36455
37583,15679,36456
37584,15680,36454
37585,15681,36456
37586,15682,36456
37587,15683,36455
37588,15684,36454
37589,15685,36454
37590,15686,36454
37591,15687,36454
37592,15688,36455
37593,15689,36456
37594,15690,36455
37595,15691,36454
37596,15692,36454
37597,15693,36455
37598,15694,36455
37599,15695,36454
37600,15696,36456
37601,15697,36455
37602,15698,36456
37603,15699,36456
37604,15700,36456
37605,15701,36456
37606,15702,36456
37607,15703,36456
37608,15704,36454
37609,15705,36456
37610,15706,36454
37611,15707,36456
37612,15708,36456
37613,15709,36456
37614,15710,36455
37615,15711,36455
37616,15712,36456
37617,15713,36456
37618,15714,36455
37619,15715,36454
37620,15716,36455
37621,15717,36456
37622,15718,36455
37623,15719,36456
37624,15720,36455
37625,15721,36454
37626,15722,36456
37627,15723,36456
37628,15724,36456
37629,15725,36456
37630,15726,36456
37631,15727,36455
37632,15728,36455
37633,15729,36454
37634,15730,36454
37635,15731,36454
37636,15732,36454
37637,15733,36456
37638,15734,36455
37639,15735,36455
37640,15736,36454
37641,15737,36456
37642,15738,36455
37643,15739,36454
37644,15740,36454
37645,15741,36456
37646,15742,36455
37647,15743,36455
37648,15744,36455
37649,15745,36455
37650,15746,36455
37651,15747,36455
37652,15748,36456
37653,15749,36456
37654,15750,36455
37655,15751,36457
37656,15752,36458
37657,15753,36458
37658,15754,36457
37659,15755,36457
37660,15756,36457
37661,15757,36459
37662,15758,36459
37663,15759,36459
37664,15760,36459
37665,15761,36457
37666,15762,36458
37667,15763,36458
37668,15764,36459
37669,15765,36458
37670,15766,36457
37671,15767,36458
37672,15768,36458
37673,15769,36459
37674,15770,36457
37675,15838,36460
37676,15839,36461
37677,15840,36462
37678,15841,36463
37679,15842,36462
37680,15843,36464
37681,15844,36461
37682,15845,36461
37683,15846,36461
37684,15847,36463
37685,15848,36460
37686,15849,36463
37687,15850,36463
37688,15851,36461
37689,15852,36461
37690,15853,36462
37691,15854,36462
37692,15855,36462
37693,15856,36462
37694,15857,36464
37695,15858,36463
37696,15859,36460
37697,15860,36464
37698,15861,36460
37699,15862,36463
37700,15863,36461
37701,15864,36462
37702,15865,36460
37703,15866,36462
37704,15867,36463
37705,15868,36461
37706,15869,36463
37707,15870,36463
37708,15871,36463
37709,15872,36460
37710,15873,36461
37711,15874,36462
37712,15875,36462
37713,15876,36462
37714,15877,36463
37715,15878,36461
37716,15879,36463
37717,15880,36462
37718,15881,36462
37719,15882,36462
37720,15883,36460
37721,15884,36463
37722,15885,36463
37723,15886,36461
37724,15887,36463
37725,15888,36464
37726,15889,36463
37727,15890,36461
37728,15891,36463
37729,15892,36463
37730,15893,36463
37731,15894,36463
37732,15895,36461
37733,15896,36460
37734,15897,36463
37735,15898,36463
37736,15899,36462
37737,15900,36463
37738,15901,36463
37739,15902,36463
37740,15903,36461
37741,15904,36463
37742,15905,36461
37743,15906,36463
37744,15907,36462
37745,15908,36463
37746,15909,36463
37747,15910,36460
37748,15911,36462
37749,15912,36464
37750,15913,36461
37751,15914,36462
37752,15915,36462
37753,15916,36462
37754,15917,36462
37755,15918,36462
37756,15919,36462
37757,15920,36463
37758,15921,36462
37759,15922,36461
37760,15923,36464
37761,15924,36462
37762,15925,36461
37763,15926,36461
37764,15927,36463
37765,15928,36462
37766,15929,36462
37767,15930,36464
37768,15931,36461
37769,15932,36462
37770,15933,36462
37771,15934,36461
37772,15935,36464
37773,15936,36463
37774,15937,36463
37775,15938,36461
37776,15939,36460
37777,15940,36463
37778,15941,36464
37779,15942,36462
37780,15943,36463
37781,15944,36462
37782,15945,36462
37783,15946,36464
37784,15947,36462
37785,15948,36462
37786,15949,36461
37787,15950,36460
37788,15951,36463
37789,15952,36463
37790,15953,36463
37791,15954,36461
37792,15955,36462
37793,15956,36461
37794,15957,36463
37795,15958,36461
37796,15959,36461
37797,15960,36460
37798,15961,36463
37799,15962,36462
37800,15963,36461
37801,15964,36461
37802,15965,36463
37803,15966,36462
37804,15967,36463
37805,15968,36463
37806,15969,36460
37807,15970,36460
37808,15971,36461
37809,15972,36463
37810,15973,36462
37811,15974,36461
37812,15975,36462
37813,15976,36462
37814,15977,36461
37815,15978,36462
37816,15979,36463
37817,15980,36463
37818,15981,36464
37819,15982,36463
37820,15983,36462
37821,15984,36462
37822,15985,36461
37823,15986,36463
37824,15987,36463
37825,15988,36461
37826,15989,36463
37827,15990,36463
37828,15991,36461
37829,15992,36462
37830,15993,36462
37831,15994,36463
37832,15995,36461
37833,15996,36463
37834,15997,36463
37835,15998,36461
37836,15999,36461
37837,16000,36463
37838,16001,36461
37839,16002,36460
37840,16003,36462
37841,16004,36463
37842,16005,36460
37843,16006,36463
37844,16007,36461
37845,16008,36462
37846,16009,36462
37847,16010,36463
37848,16011,36461
37849,16012,36461
37850,16013,36463
37851,16014,36464
37852,16015,36463
37853,16016,36461
37854,16017,36460
37855,16018,36463
37856,16019,36460
37857,16020,36462
37858,16021,36464
37859,16022,36460
37860,16023,36463
37861,16024,36464
37862,16025,36463
37863,16026,36461
37864,16027,36463
37865,16028,36462
37866,16029,36464
37867,16030,36461
37868,16031,36463
37869,16032,36463
37870,16033,36461
37871,16034,36463
37872,16035,36464
37873,16036,36462
37874,16037,36463
37875,16038,36460
37876,16039,36464
37877,16040,36461
37878,16041,36460
37879,16042,36463
37880,16043,36464
37881,16044,36461
37882,16045,36460
37883,16046,36461
37884,16047,36463
37885,16048,36463
37886,16049,36462
37887,16050,36463
37888,16051,36462
37889,16052,36461
37890,16053,36463
37891,16054,36461
37892,16055,36463
37893,16056,36462
37894,16057,36461
37895,16058,36462
37896,16059,36463
37897,16060,36461
37898,16061,36462
37899,16062,36460
37900,16063,36463
37901,16064,36461
37902,16065,36463
37903,16066,36462
37904,16067,36462
37905,16068,36462
37906,16069,36462
37907,16070,36464
37908,16071,36463
37909,16072,36463
37910,16073,36463
37911,16074,36462
37912,16075,36461
37913,16076,36462
37914,16077,36462
37915,16078,36463
37916,16079,36461
37917,16080,36464
37918,16081,36463
37919,16082,36462
37920,16083,36463
37921,16084,36463
37922,16085,36461
37923,16086,36462
37924,16087,36462
37925,16088,36460
37926,16089,36462
37927,16090,36462
37928,16091,36462
37929,16092,36463
37930,16093,36463
37931,16094,36460
37932,16095,36462
37933,16096,36464
37934,16097,36463
37935,16098,36460
37936,16099,36460
37937,16100,36462
37938,16101,36461
37939,16102,36463
37940,16103,36463
37941,16104,36462
37942,16105,36463
37943,16106,36462
37944,16107,36460
37945,16108,36462
37946,16109,36460
37947,16110,36463
37948,16111,36463
37949,16112,36461
37950,16113,36463
37951,16114,36463
37952,16115,36461
37953,16116,36462
37954,16117,36461
37955,16118,36462
37956,16119,36460
37957,16120,36463
37958,16121,36462
37959,16122,36461
37960,16123,36462
37961,16124,36463
37962,16125,36462
37963,16126,36463
37964,16127,36460
37965,16128,36462
37966,16129,36464
37967,16130,36463
37968,16131,36463
37969,16132,36462
37970,16133,36461
37971,16134,36462
37972,16135,36462
37973,16136,36463
37974,16137,36463
37975,16138,36464
37976,16139,36463
37977,16140,36461
37978,16141,36461
37979,16142,36462
37980,16143,36462
37981,16144,36463
37982,16145,36460
37983,16146,36461
37984,16147,36462
37985,16148,36463
37986,16149,36462
37987,16150,36461
37988,16151,36464
37989,16152,36463
37990,16153,36462
37991,16154,36463
37992,16155,36462
37993,16156,36462
37994,16157,36463
37995,16158,36460
37996,16159,36460
37997,16160,36463
37998,16161,36461
37999,16162,36463
38000,16163,36463
38001,16164,36463
38002,16165,36461
38003,16166,36461
38004,16167,36461
38005,16168,36462
38006,16169,36463
38007,16170,36462
38008,16171,36462
38009,16172,36463
38010,16173,36460
38011,16174,36462
38012,16175,36463
38013,16176,36463
38014,16177,36463
38015,16178,36461
38016,16179,36463
38017,16180,36463
38018,16181,36460
38019,16182,36461
38020,16183,36461
38021,16184,36463
38022,16185,36461
38023,16186,36464
38024,16187,36462
38025,16188,36463
38026,16189,36461
38027,16190,36463
38028,16191,36462
38029,16192,36462
38030,16193,36462
38031,16194,36461
38032,16195,36461
38033,16196,36462
38034,16197,36464
38035,16198,36462
38036,16199,36463
38037,16200,36463
38038,16201,36463
38039,16202,36463
38040,16203,36463
38041,16204,36462
38042,16205,36461
38043,16206,36462
38044,16207,36461
38045,16208,36461
38046,16209,36462
38047,16210,36463
38048,16211,36462
38049,16212,36463
38050,16213,36463
38051,16214,36462
38052,16215,36463
38053,16216,36461
38054,16217,36460
38055,16218,36462
38056,16219,36462
38057,16220,36463
38058,16221,36463
38059,16222,36463
38060,16223,36461
38061,16224,36464
38062,16225,36460
38063,16226,36463
38064,16227,36462
38065,16228,36461
38066,16229,36463
38067,16230,36462
38068,16231,36462
38069,16232,36463
38070,16233,36464
38071,16234,36462
38072,16235,36462
38073,16236,36462
38074,16237,36464
38075,16238,36462
38076,16239,36463
38077,16240,36463
38078,16241,36460
38079,16242,36464
38080,16243,36463
38098,16244,36463
38099,16245,36462
38100,16246,36462
38101,16247,36463
38102,16248,36463
38103,16249,36462
38104,16250,36462
38105,16251,36464
38106,16252,36461
38107,16253,36463
38108,16254,36464
38109,16255,36461
38110,16256,36462
38111,16257,36463
38112,16258,36463
38113,16259,36460
38114,16260,36463
38115,16261,36462
38116,16262,36462
38117,16263,36462
38118,16264,36461
38119,16265,36463
38120,16266,36461
38121,16267,36463
38122,16268,36464
38123,16269,36463
