IS_ABOUT_ID,Paper_ID,Keyword_ID
493112,6722,37039
493113,6723,36746
493114,6723,37040
493115,6723,37041
493116,6724,36718
493117,6725,37042
493118,6725,37043
493119,6725,37044
493120,6726,37045
493121,6726,37046
493122,6727,36762
493123,6727,36763
493124,6728,37047
493125,6728,37048
493126,6728,36903
493127,6729,37049
493128,6729,37050
493129,6730,37051
493130,6730,37052
493131,6730,37053
493132,6731,37054
493133,6731,37055
493134,6731,37056
493135,6732,37057
493136,6732,37058
493137,6732,36903
493138,6733,37059
493139,6733,37060
493140,6733,37061
493141,6734,37062
493142,6734,37063
493143,6734,37064
493144,6735,36727
493145,6736,37065
493146,6736,36833
493147,6736,37066
493148,6737,37067
493149,6737,37068
493150,6737,36923
493151,6738,37069
493152,6738,37070
493153,6739,36617
493154,6739,37071
493155,6739,37072
493156,6740,37073
493157,6740,37074
493158,6740,37075
493159,6741,36716
493160,6741,37076
493161,6742,37077
493162,6742,37078
493163,6742,37079
493164,6743,37080
493165,6743,37081
493166,6744,37082
493167,6744,37083
493168,6745,37084
493169,6746,36759
493170,6746,36746
493171,6746,37035
493172,6747,36983
493173,6747,36738
493174,6747,37085
493175,6748,37086
493176,6748,37087
493177,6748,37088
493178,6749,36727
493179,6750,37089
493180,6751,36617
493181,6751,37090
493182,6752,37091
493183,6752,37092
493184,6753,37093
493185,6753,37094
493186,6753,36758
493187,6754,37095
493188,6754,37096
493189,6754,37097
493190,6755,37098
493191,6755,37099
493192,6755,37100
493193,6756,36727
493194,6757,36759
493195,6757,37101
493196,6757,36962
493197,6758,37102
493198,6758,37103
493199,6758,36820
493200,6759,37104
493201,6759,36727
493202,6760,37105
493203,6760,37106
493204,6760,37107
493205,6761,37108
493206,6761,37109
493207,6761,36923
493208,6762,37110
493209,6762,37111
493210,6762,37112
493211,6763,37113
493212,6763,37114
493213,6763,37115
493214,6764,37116
493215,6764,37117
493216,6764,37118
493217,6765,37119
493218,6765,37120
493219,6765,37121
493220,6766,37122
493221,6766,37012
493222,6766,37123
493223,6767,37124
493224,6767,37125
493225,6767,37126
493226,6768,37127
493227,6768,37128
493228,6768,37129
493229,6769,37130
493230,6769,37131
493231,6769,37132
493232,6770,37133
493233,6770,37134
493234,6771,37135
493235,6771,37136
493236,6771,37137
493237,6772,37138
493238,6772,37139
493239,6772,37140
493240,6773,37141
493241,6773,37142
493242,6773,37143
493243,6774,37144
493244,6774,37145
493245,6774,37081
493246,6775,37146
493247,6775,37147
493248,6776,37148
493249,6776,37149
493250,6776,37150
493251,6777,37151
493252,6777,36859
493253,6777,37152
493254,6778,37153
493255,6778,37154
493256,6778,36763
493257,6779,37155
493258,6779,37156
493259,6779,37157
493260,6780,36727
493261,6780,36979
493262,6780,37158
493263,6781,37159
493264,6781,37160
493265,6781,37152
493266,6782,37049
493267,6782,37050
493268,6783,37161
493269,6784,37162
493270,6784,37163
493271,6784,37164
493272,6785,37139
493273,6785,37165
493274,6785,37166
493275,6786,37167
493276,6786,37168
493277,6786,37151
493278,6787,37169
493279,6787,37170
493280,6787,37171
493281,6788,36773
493282,6788,37172
493283,6788,37173
493284,6789,37174
493285,6789,37175
493286,6790,36948
493287,6790,37176
493288,6790,37177
493289,6791,37178
493290,6791,37179
493291,6791,37180
493292,6792,36749
493293,6792,37054
493294,6792,36979
493295,6793,37181
493296,6793,36979
493297,6793,37182
493298,6794,37183
493299,6794,37184
493300,6794,37185
493301,6795,37186
493302,6796,37187
493303,6796,36655
493304,6796,37188
493305,6797,37189
493306,6797,37190
493307,6797,37191
493308,6798,37192
493309,6798,36734
493310,6798,37193
493311,6799,37194
493312,6799,36715
493313,6799,36821
493314,6800,37195
493315,6800,37196
493316,6800,37035
493317,6801,36996
493318,6801,37197
493319,6801,37198
493320,6802,37199
493321,6802,36763
493322,6802,36970
493323,6803,37200
493324,6803,37201
493325,6803,37202
493326,6804,36718
493327,6805,36800
493328,6806,37203
493329,6806,37193
493330,6806,37204
493331,6807,37205
493332,6807,37206
493333,6807,37207
493334,6808,37208
493335,6808,37209
493336,6809,37210
493337,6809,37211
493338,6810,37212
493339,6810,37213
493340,6810,37204
493341,6811,37214
493342,6811,37215
493343,6811,37216
493344,6812,37217
493345,6812,37103
493346,6812,37218
493347,6813,37219
493348,6813,37035
493349,6814,37220
493350,6814,37221
493351,6815,37222
493352,6815,37223
493353,6815,36788
493354,6816,37224
493355,6817,36727
493356,6818,37225
493357,6818,36808
493358,6818,36825
493359,6819,36885
493360,6819,37226
493361,6819,36763
493362,6820,37227
493363,6820,37228
493364,6820,37229
493365,6821,37230
493366,6821,37231
493367,6821,37232
493368,6822,36996
493369,6822,37233
493370,6822,37151
493371,6823,36715
493372,6823,37234
493373,6823,37235
493374,6824,37236
493375,6824,37237
493376,6824,36903
493377,6825,37238
493378,6825,37239
493379,6825,36996
493380,6826,37176
493381,6826,37240
493382,6826,37241
493383,6827,37242
493384,6827,36848
493385,6828,37243
493386,6828,37244
493387,6828,37245
493388,6829,37003
493389,6830,37246
493390,6830,37247
493391,6830,36759
493392,6831,37248
493393,6831,36863
493394,6831,37249
493395,6832,37250
493396,6832,36946
493397,6832,37251
493398,6833,37252
493399,6833,37253
493400,6833,37254
493401,6834,37255
493402,6834,37256
493403,6834,37257
493404,6835,37042
493405,6835,37126
493406,6835,37258
493407,6836,36996
493408,6836,37259
493409,6836,37260
493410,6837,37261
493411,6837,37262
493412,6837,37263
493413,6839,37159
493414,6839,37160
493415,6839,37152
493416,6840,37264
493417,6840,36619
493418,6840,37265
493419,6841,37266
493420,6841,37267
493421,6841,36852
493422,6842,37210
493423,6842,37211
493424,6843,36718
493425,6844,36763
493426,6844,37268
493427,6844,37269
493428,6845,37194
493429,6845,36715
493430,6845,36821
493431,6846,36727
493432,6847,37270
493433,6847,37271
493434,6847,37272
493435,6848,37273
493436,6848,37274
493437,6848,37275
493438,6849,37276
493439,6849,37277
493440,6849,37278
493441,6850,37279
493442,6850,37280
493443,6850,37281
493444,6851,37282
493445,6851,37283
493446,6851,37284
493447,6852,37285
493448,6852,37035
493449,6852,37286
493450,6853,37287
493451,6853,37288
493452,6853,37289
493453,6854,36718
493454,6855,36716
493455,6855,37290
493456,6855,37249
493457,6856,37291
493458,6856,37292
493459,6856,36949
493460,6857,36759
493461,6857,36933
493462,6857,37293
493463,6858,37210
493464,6858,37211
493465,6859,36639
493466,6859,37153
493467,6859,36896
493468,6860,37294
493469,6860,37035
493470,6860,37295
493471,6861,36727
493472,6862,36730
493473,6862,37296
493474,6862,37297
493475,6863,37298
493476,6863,36948
493477,6863,37299
493478,6864,37300
493479,6864,37301
493480,6864,37302
493481,6865,37034
493482,6865,37303
493483,6865,37304
493484,6866,37305
493485,6866,37306
493486,6866,37307
493487,6867,37308
493488,6867,37309
493489,6867,37310
493490,6868,36727
493491,6868,37311
493492,6869,36800
493493,6869,37312
493494,6869,37313
493495,6870,37314
493496,6870,37315
493497,6870,36998
493498,6872,37316
493499,6872,37317
493500,6872,36779
493501,6873,37318
493502,6873,36759
493503,6873,37319
493504,6874,37320
493505,6874,37321
493506,6874,37033
493507,6875,37322
493508,6875,36873
493509,6875,37323
493510,6876,37161
493511,6877,37270
493512,6877,37271
493513,6877,37272
493514,6878,36727
493515,6879,37324
493516,6879,37325
493517,6879,36708
493518,6880,36759
493519,6880,37326
493520,6880,37327
493521,6881,37328
493522,6881,37329
493523,6881,37330
493524,6882,37331
493525,6882,37275
493526,6882,37332
493527,6883,37333
493528,6883,37334
493529,6883,36763
493530,6884,37335
493531,6884,37336
493532,6884,36716
493533,6885,37337
493534,6885,37338
493535,6885,37339
493536,6886,37340
493537,6886,37341
493538,6886,37342
493539,6887,36759
493540,6887,36933
493541,6887,37293
493542,6888,36718
493543,6889,36807
493544,6889,36806
493545,6889,37343
493546,6890,37344
493547,6890,37345
493548,6891,37346
493549,6891,37347
493550,6891,37348
493551,6892,37349
493552,6892,36897
493553,6892,37350
493554,6893,36799
493555,6893,37351
493556,6893,37352
493557,6894,37353
493558,6894,37247
493559,6894,37354
493560,6895,36734
493561,6895,37240
493562,6895,37355
493563,6896,37356
493564,6896,36808
493565,6896,36825
493566,6897,37357
493567,6897,37358
493568,6897,37359
493569,6898,37360
493570,6898,37361
493571,6898,37362
493572,6899,37231
493573,6899,37363
493574,6899,37364
493575,6900,37365
493576,6900,37366
493577,6900,37367
493578,6901,37303
493579,6901,37368
493580,6902,37369
493581,6902,36740
493582,6902,37370
493583,6903,36815
493584,6903,37371
493585,6903,36715
493586,6904,36718
493587,6905,36637
493588,6905,36859
493589,6905,37372
493590,6906,37373
493591,6906,36803
493592,6906,37374
493593,6907,37375
493594,6907,36933
493595,6907,36734
493596,6908,37376
493597,6908,37377
493598,6908,37378
493599,6909,36727
493600,6909,36946
493601,6909,37379
493602,6911,36727
493603,6912,36718
493604,6913,37380
493605,6913,37381
493606,6914,37382
493607,6914,36867
493608,6914,37383
493609,6915,36704
493610,6915,36705
493611,6915,37384
493612,6916,36770
493613,6916,37385
493614,6916,37278
493615,6917,37386
493616,6917,37387
493617,6917,37388
493618,6918,36800
493619,6919,37247
493620,6919,36862
493621,6919,37389
493622,6920,37390
493623,6920,37391
493624,6920,37392
493625,6921,37393
493626,6921,37394
493627,6921,37035
493628,6922,37246
493629,6922,36759
493630,6922,37247
493631,6923,37395
493632,6923,37151
493633,6923,37396
493634,6924,36759
493635,6924,37397
493636,6925,37247
493637,6925,37306
493638,6926,37398
493639,6926,37399
493640,6926,37400
493641,6927,37401
493642,6927,37402
493643,6927,36923
493644,6928,37403
493645,6928,37016
493646,6928,37404
493647,6929,37405
493648,6929,37406
493649,6929,37174
493650,6930,36637
493651,6930,37407
493652,6931,37408
493653,6931,37409
493654,6931,37289
493655,6932,37410
493656,6932,36639
493657,6933,36637
493658,6934,37411
493659,6934,37176
493660,6934,37412
493661,6935,37413
493662,6935,37414
493663,6935,37415
493664,6936,37416
493665,6936,36967
493666,6936,37417
493667,6937,36737
493668,6937,37418
493669,6937,36867
493670,6938,37419
493671,6938,37372
493672,6939,37420
493673,6939,37421
493674,6939,37422
493675,6940,36718
493676,6941,36727
493677,6942,37423
493678,6942,37115
493679,6942,36716
493680,6943,37424
493681,6943,37425
493682,6943,37426
493683,6944,37427
493684,6944,37240
493685,6944,37428
493686,6945,37429
493687,6945,36740
493688,6945,37430
493689,6946,37431
493690,6946,37151
493691,6946,37033
493692,6947,37432
493693,6947,36704
493694,6947,37433
493695,6948,37434
493696,6949,37435
493697,6949,37014
493698,6949,36882
493699,6950,37436
493700,6950,37437
493701,6950,37438
493702,6951,36762
493703,6951,37439
493704,6951,36763
493705,6952,36727
493706,6952,37440
493707,6953,37441
493708,6953,37442
493709,6953,36828
493710,6954,36799
493711,6954,37443
493712,6954,37444
493713,6955,37042
493714,6955,36790
493715,6955,36786
493716,6956,37445
493717,6956,37446
493718,6956,36867
493719,6957,37447
493720,6957,37448
493721,6957,37449
493722,6958,37450
493723,6958,36813
493724,6958,37153
493725,6960,37451
493726,6960,37452
493727,6960,37116
493728,6961,37453
493729,6961,37454
493730,6961,36927
493731,6962,37455
493732,6962,37456
493733,6963,37457
493734,6963,37458
493735,6963,37459
493736,6964,37460
493737,6965,36857
493738,6965,37461
493739,6965,37006
493740,6966,37289
493741,6966,36825
493742,6967,37462
493743,6967,37463
493744,6968,36624
493745,6968,37464
493746,6968,37465
493747,6969,37466
493748,6969,37467
493749,6970,37468
493750,6970,36977
493751,6970,37469
493752,6971,37470
493753,6971,37471
493754,6971,37379
493755,6972,37472
493756,6972,36741
493757,6972,37473
493758,6973,36727
493759,6974,36879
493760,6974,36773
493761,6974,37004
493762,6975,37474
493763,6975,37211
493764,6975,37475
493765,6976,37476
493766,6976,36785
493767,6976,37477
493768,6977,37478
493769,6977,37479
493770,6977,37336
493771,6978,37034
493772,6978,37035
493773,6979,37480
493774,6979,37481
493775,6980,37482
493776,6980,36734
493777,6980,37483
493778,6981,37484
493779,6981,37485
493780,6981,36781
493781,6982,37486
493782,6982,37487
493783,6982,37488
493784,6983,37187
493785,6983,37203
493786,6983,37121
493787,6984,37489
493788,6984,37490
493789,6984,36946
493790,6985,37477
493791,6985,37491
493792,6986,37492
493793,6986,37493
493794,6986,37494
493795,6987,37495
493796,6987,37496
493797,6987,37497
493798,6988,37498
493799,6988,37499
493800,6988,37500
493801,6989,37501
493802,6989,36686
493803,6989,37157
493804,6990,37502
493805,6990,37360
493806,6990,36610
493807,6991,37503
493808,6992,37504
493809,6992,37505
493810,6992,36742
493811,6993,37506
493812,6993,37507
493813,6993,36616
493814,6994,37508
493815,6994,37042
493816,6994,37509
493817,6995,37510
493818,6995,36903
493819,6995,37511
493820,6996,36857
493821,6996,37289
493822,6997,36600
493823,6997,37512
493824,6997,37513
493825,6998,37158
493826,6998,37514
493827,6998,37063
493828,6999,37515
493829,6999,37255
493830,6999,36930
493831,7000,37001
493832,7000,37516
493833,7000,36820
493834,7001,37517
493835,7001,37072
493836,7001,36617
493837,7002,37518
493838,7002,37519
493839,7002,37520
493840,7003,36727
493841,7004,37199
493842,7004,37521
493843,7004,37035
493844,7005,36727
493845,7006,37522
493846,7006,37523
493847,7006,36820
493848,7007,37524
493849,7007,36773
493850,7007,37525
493851,7008,36823
493852,7008,37526
493853,7008,37527
493854,7009,37528
493855,7009,36808
493856,7009,36825
493857,7010,36740
493858,7010,37529
493859,7010,36813
493860,7012,37530
493861,7012,37531
493862,7012,37532
493863,7013,36759
493864,7013,37533
493865,7013,36863
493866,7014,37089
493867,7014,37193
493868,7014,37090
493869,7015,37534
493870,7015,36778
493871,7015,37412
493872,7016,37535
493873,7016,37536
493874,7016,37537
493875,7017,36759
493876,7017,37538
493877,7017,37539
493878,7018,37540
493879,7018,36960
493880,7018,37541
493881,7019,36727
493882,7019,36882
493883,7019,37151
493884,7020,37542
493885,7020,37035
493886,7020,36803
493887,7021,37151
493888,7021,36859
493889,7021,37152
493890,7022,36818
493891,7022,37543
493892,7022,36817
493893,7023,37544
493894,7023,37545
493895,7023,37546
493896,7024,36750
493897,7024,37547
493898,7025,36953
493899,7025,37548
493900,7025,37549
493901,7026,36759
493902,7026,36648
493903,7027,37014
493904,7027,36788
493905,7027,37151
493906,7028,37550
493907,7028,37035
493908,7029,37551
493909,7029,37035
493910,7030,36727
493911,7031,37552
493912,7031,37553
493913,7031,37070
493914,7032,37554
493915,7032,37555
493916,7032,37556
493917,7033,37557
493918,7033,36734
493919,7033,37558
493920,7034,37161
493921,7035,37559
493922,7035,36850
493923,7035,37560
493924,7036,37561
493925,7036,37562
493926,7036,37563
493927,7037,36953
493928,7037,37564
493929,7037,37565
493930,7038,36763
493931,7038,37566
493932,7038,37567
493933,7039,37568
493934,7039,37569
493935,7039,37570
493936,7040,36718
493937,7041,37571
493938,7041,37572
493939,7041,37573
493940,7042,37574
493941,7042,37100
493942,7042,37575
493943,7043,36718
493944,7044,37360
493945,7044,36763
493946,7044,36708
493947,7045,37576
493948,7045,37577
493949,7045,37578
493950,7046,36740
493951,7046,37193
493952,7046,37579
493953,7047,36759
493954,7047,37246
493955,7047,37247
493956,7048,37220
493957,7048,37580
493958,7048,37581
493959,7049,36727
493960,7050,37176
493961,7050,37009
493962,7050,37582
493963,7051,37583
493964,7051,37584
493965,7051,37313
493966,7052,36816
493967,7052,36817
493968,7052,36818
493969,7053,37585
493970,7053,36787
493971,7053,37586
493972,7054,37587
493973,7054,37588
493974,7054,37151
493975,7055,36744
493976,7055,36741
493977,7055,37153
493978,7056,37589
493979,7056,36927
493980,7056,36848
493981,7057,37590
493982,7057,36828
493983,7057,37591
493984,7058,37592
493985,7058,37319
493986,7058,37139
493987,7059,37593
493988,7059,37594
493989,7059,37595
493990,7060,36834
493991,7060,37240
493992,7060,37596
493993,7061,37597
493994,7061,37598
493995,7062,37599
493996,7062,36734
493997,7063,37600
493998,7063,37601
493999,7063,36600
494000,7064,37460
494001,7064,36817
494002,7064,36818
494003,7065,37376
494004,7065,37035
494005,7065,37602
494006,7066,37203
494007,7066,37603
494008,7066,37604
494009,7067,37605
494010,7067,36716
494011,7067,37606
494012,7068,37322
494013,7068,37607
494014,7068,37608
494015,7069,37506
494016,7069,37176
494017,7070,37322
494018,7070,37609
494019,7070,37610
494020,7071,37611
494021,7071,37612
494022,7071,37613
494023,7072,37614
494024,7072,36600
494025,7072,37615
494026,7073,37616
494027,7073,36763
494028,7073,37617
494029,7074,37618
494030,7074,37619
494031,7074,37620
494032,7075,36727
494033,7076,36746
494034,7076,37621
494035,7077,37298
494036,7077,37622
494037,7077,37623
494038,7078,37624
494039,7078,37625
494040,7078,37626
494041,7079,37627
494042,7080,37628
494043,7080,37629
494044,7080,37630
494045,7081,37418
494046,7081,36960
494047,7081,36948
494048,7082,37631
494049,7082,37254
494050,7082,36741
494051,7083,37632
494052,7083,37633
494053,7083,37003
494054,7084,37435
494055,7084,37634
494056,7084,37635
494057,7085,36823
494058,7085,36923
494059,7085,37433
494060,7086,37636
494061,7086,37151
494062,7086,37240
494063,7087,37637
494064,7087,37406
494065,7087,37073
494066,7088,37183
494067,7088,37638
494068,7088,37001
494069,7089,36639
494070,7089,37639
494071,7089,37640
494072,7090,36759
494073,7090,37641
494074,7090,36862
494075,7091,36759
494076,7091,37642
494077,7091,37117
494078,7092,37643
494079,7092,37644
494080,7092,37603
494081,7093,37289
494082,7093,36800
494083,7093,37645
494084,7094,37566
494085,7094,37646
494086,7094,36763
494087,7095,37647
494088,7095,37648
494089,7095,36823
494090,7096,37649
494091,7096,37650
494092,7096,37651
494093,7097,37652
494094,7097,37653
494095,7097,37654
494096,7098,37655
494097,7098,37121
494098,7099,36909
494099,7099,37656
494100,7099,37380
494101,7100,37657
494102,7100,37171
494103,7100,37350
494104,7101,37658
494105,7101,37659
494106,7101,37660
494107,7102,37661
