IS_ABOUT_ID,Paper_ID,Keyword_ID
501881,9711,38844
501882,9712,40529
501883,9712,40530
501884,9712,37603
501885,9713,40531
501886,9713,38378
501887,9713,38263
501888,9714,37502
501889,9714,40532
501890,9714,37812
501891,9715,38857
501892,9715,38372
501893,9715,37767
501894,9716,37990
501895,9716,36995
501896,9716,36708
501897,9717,38992
501898,9717,40533
501899,9717,40534
501900,9718,38269
501901,9718,39629
501902,9718,37180
501903,9719,40535
501904,9719,36953
501905,9719,36691
501906,9720,38555
501907,9720,37834
501908,9720,37815
501909,9721,37833
501910,9721,40536
501911,9721,38017
501912,9722,37994
501913,9722,37843
501914,9722,39274
501915,9723,40537
501916,9723,40417
501917,9723,40538
501918,9724,38615
501919,9724,37799
501920,9724,36841
501921,9725,37973
501922,9725,38015
501923,9725,37804
501924,9726,37804
501925,9726,40539
501926,9726,36662
501927,9727,37850
501928,9727,38085
501929,9727,38852
501930,9728,40540
501931,9728,40541
501932,9728,39748
501933,9729,37355
501934,9729,37579
501935,9729,40542
501936,9730,40405
501937,9730,38768
501938,9730,36662
501939,9731,36600
501940,9731,40543
501941,9731,36593
501942,9732,38215
501943,9732,37369
501944,9732,37783
501945,9733,37715
501946,9733,37604
501947,9733,40544
501948,9734,37897
501949,9734,40545
501950,9734,36659
501951,9735,36692
501952,9735,38433
501953,9735,40546
501954,9736,37816
501955,9736,38814
501956,9736,38380
501957,9737,38605
501958,9737,40547
501959,9737,40548
501960,9738,36656
501961,9738,37902
501962,9738,39276
501963,9739,38270
501964,9739,38783
501965,9739,37769
501966,9740,37810
501967,9740,37897
501968,9740,39346
501969,9741,37767
501970,9741,38863
501971,9741,40549
501972,9742,39901
501973,9742,40550
501974,9742,37886
501975,9743,37800
501976,9743,38287
501977,9743,38603
501978,9744,38247
501979,9744,40551
501980,9744,37956
501981,9745,40552
501982,9745,40553
501983,9745,37087
501984,9746,38340
501985,9746,40554
501986,9746,39606
501987,9747,39714
501988,9747,38628
501989,9747,38005
501990,9748,37144
501991,9748,40555
501992,9748,39207
501993,9749,40556
501994,9749,39647
501995,9749,40557
501996,9750,36846
501997,9750,37609
501998,9750,36691
501999,9751,38462
502000,9751,37901
502001,9751,36683
502002,9752,40425
502003,9752,37767
502004,9752,38592
502005,9753,36679
502006,9753,38152
502007,9753,37762
502008,9754,37810
502009,9754,37482
502010,9754,38321
502011,9755,40558
502012,9755,40559
502013,9755,38214
502014,9756,37767
502015,9756,38611
502016,9756,40560
502017,9757,40561
502018,9757,37762
502019,9757,37901
502020,9758,37851
502021,9758,37894
502022,9758,38197
502023,9759,37886
502024,9759,36611
502025,9759,36683
502026,9760,36655
502027,9760,37969
502028,9760,40562
502029,9761,40436
502030,9761,38097
502031,9761,40563
502032,9762,40564
502033,9762,40565
502034,9762,40566
502035,9763,40567
502036,9763,40568
502037,9763,38156
502038,9764,38291
502039,9764,37739
502040,9764,40569
502041,9765,38585
502042,9765,36953
502043,9765,40570
502044,9766,40571
502045,9766,37352
502046,9766,38089
502047,9767,38243
502048,9767,38426
502049,9767,37914
502050,9768,37816
502051,9768,40572
502052,9768,38443
502053,9769,37925
502054,9769,38245
502055,9769,36601
502056,9770,37802
502057,9770,38015
502058,9770,37809
502059,9771,38406
502060,9771,38152
502061,9771,36917
502062,9772,38331
502063,9772,36692
502064,9772,38696
502065,9773,36611
502066,9773,37898
502067,9773,37739
502068,9774,39029
502069,9774,37816
502070,9774,38413
502071,9775,39599
502072,9775,38429
502073,9775,38532
502074,9776,37928
502075,9776,36611
502076,9776,37810
502077,9777,38595
502078,9777,40573
502079,9777,37922
502080,9778,39488
502081,9778,38862
502082,9778,37716
502083,9779,38291
502084,9779,36683
502085,9779,36730
502086,9780,38385
502087,9780,40574
502088,9780,40575
502089,9781,36601
502090,9781,40576
502091,9781,40577
502092,9782,38210
502093,9782,36611
502094,9782,40578
502095,9783,37556
502096,9783,36636
502097,9783,38152
502098,9784,40579
502099,9784,40580
502100,9784,37990
502101,9785,40506
502102,9785,37986
502103,9785,37816
502104,9786,38306
502105,9786,37767
502106,9786,38309
502107,9787,36730
502108,9787,36918
502109,9787,37816
502110,9788,38902
502111,9788,38284
502112,9788,38875
502113,9789,39645
502114,9789,38036
502115,9789,38700
502116,9790,40076
502117,9790,37955
502118,9790,40581
502119,9791,39016
502120,9791,38908
502121,9791,40430
502122,9792,37786
502123,9792,38286
502124,9793,39017
502125,9793,37847
502126,9793,38120
502127,9794,38611
502128,9794,38376
502129,9794,38406
502130,9795,36591
502131,9795,38118
502132,9795,38122
502133,9796,40582
502134,9796,40583
502135,9796,38409
502136,9797,38118
502137,9797,38197
502138,9797,37350
502139,9798,40584
502140,9798,38308
502141,9798,37730
502142,9799,38352
502143,9799,39289
502144,9799,36641
502145,9800,40585
502146,9800,36763
502147,9800,40586
502148,9801,40587
502149,9801,40588
502150,9801,37471
502151,9802,40015
502152,9802,40589
502153,9802,37857
502154,9803,37810
502155,9803,40590
502156,9803,38845
502157,9804,40020
502158,9804,37804
502159,9804,40591
502160,9805,38280
502161,9805,40592
502162,9805,40184
502163,9806,38648
502164,9806,37955
502165,9806,38029
502166,9807,39169
502167,9807,38618
502168,9807,38083
502169,9808,38214
502170,9808,37735
502171,9808,38927
502172,9809,36846
502173,9809,38414
502174,9809,38406
502175,9810,37810
502176,9810,38303
502177,9810,39658
502178,9811,37783
502179,9811,37684
502180,9811,39317
502181,9812,40593
502182,9812,37603
502183,9812,36734
502184,9813,40150
502185,9813,37180
502186,9813,40594
502187,9814,38243
502188,9814,38776
502189,9814,40595
502190,9815,40504
502191,9815,36846
502192,9815,37768
502193,9816,36651
502194,9816,39951
502195,9816,36692
502196,9817,36679
502197,9817,38403
502198,9817,37906
502199,9818,36591
502200,9818,40596
502201,9818,40597
502202,9819,36611
502203,9819,38151
502204,9819,38764
502205,9820,36647
502206,9820,37767
502207,9820,36730
502208,9821,40598
502209,9821,37716
502210,9821,40599
502211,9822,40600
502212,9822,40601
502213,9822,37767
502214,9823,40602
502215,9823,40603
502216,9823,40595
502217,9824,40604
502218,9824,38267
502219,9824,36708
502220,9825,37220
502221,9825,37773
502222,9825,40605
502223,9826,37373
502224,9826,40606
502225,9826,40607
502226,9827,39952
502227,9827,38973
502228,9827,40608
502229,9828,38122
502230,9828,37676
502231,9828,37803
502232,9829,37934
502233,9829,37804
502234,9829,40302
502235,9830,40609
502236,9830,39335
502237,9830,40610
502238,9831,37489
502239,9831,37983
502240,9831,40611
502241,9832,36655
502242,9832,39344
502243,9832,37800
502244,9833,36734
502245,9833,40612
502246,9833,36841
502247,9834,40613
502248,9835,39147
502249,9835,40614
502250,9835,38414
502251,9836,37800
502252,9836,40615
502253,9836,36783
502254,9837,40616
502255,9837,36691
502256,9837,38174
502257,9838,40617
502258,9838,38617
502259,9838,40618
502260,9839,37804
502261,9839,36683
502262,9839,38085
502263,9840,37780
502264,9840,40619
502265,9840,39134
502266,9841,36835
502267,9841,37904
502268,9841,40620
502269,9842,38357
502270,9842,39850
502271,9842,38823
502272,9843,40621
502273,9843,39359
502274,9843,38363
502275,9844,38131
502276,9844,40622
502277,9844,40623
502278,9845,37489
502279,9845,38349
502280,9845,38698
502281,9846,37901
502282,9846,36601
502283,9846,38056
502284,9847,37990
502285,9847,40624
502286,9847,40625
502287,9848,40626
502288,9848,38876
502289,9848,37848
502290,9849,40627
502291,9849,37316
502292,9849,38053
502293,9850,38537
502294,9850,37857
502295,9850,38963
502296,9851,37841
502297,9851,38195
502298,9851,38146
502299,9852,37767
502300,9852,37768
502301,9852,37824
502302,9853,38292
502303,9853,36730
502304,9853,40628
502305,9854,40419
502306,9854,37751
502307,9854,38617
502308,9855,38216
502309,9855,40629
502310,9855,40630
502311,9856,40631
502312,9856,37802
502313,9856,37946
502314,9857,39496
502315,9857,37868
502316,9857,36917
502317,9858,40020
502318,9858,39028
502319,9858,39115
502320,9859,40234
502321,9859,36993
502322,9859,39132
502323,9860,38525
502324,9860,39608
502325,9860,36649
502326,9861,39681
502327,9861,39463
502328,9861,37826
502329,9862,37990
502330,9862,36953
502331,9862,37144
502332,9863,39080
502333,9863,38830
502334,9863,40632
502335,9864,37925
502336,9864,37836
502337,9864,37767
502338,9865,38159
502339,9865,36667
502340,9865,38093
502341,9866,37506
502342,9866,37841
502343,9866,38447
502344,9867,38159
502345,9867,40321
502346,9867,39115
502347,9868,39655
502348,9868,37990
502349,9868,37802
502350,9869,38117
502351,9869,36953
502352,9869,40633
502353,9870,37956
502354,9870,37579
502355,9870,37986
502356,9871,38653
502357,9871,39817
502358,9871,38459
502359,9872,39795
502360,9872,39519
502361,9872,40634
502362,9873,37990
502363,9873,40635
502364,9873,37913
502365,9874,37904
502366,9874,40636
502367,9874,40637
502368,9875,40501
502369,9875,37813
502370,9875,39847
502371,9876,37804
502372,9876,36662
502373,9876,40638
502374,9877,40639
502375,9877,36763
502376,9877,40640
502377,9878,37804
502378,9878,38662
502379,9878,37901
502380,9879,40641
502381,9879,40642
502382,9879,37350
502383,9880,37803
502384,9880,40643
502385,9880,37872
502386,9881,38406
502387,9881,37802
502388,9881,40050
502389,9882,40472
502390,9882,36681
502391,9882,38057
502392,9883,38813
502393,9883,38255
502394,9883,37994
502395,9884,39943
502396,9884,38624
502397,9884,37342
502398,9885,38698
502399,9885,38982
502400,9885,39835
502401,9886,37895
502402,9886,40614
502403,9886,40644
502404,9887,36763
502405,9887,38387
502406,9887,37579
502407,9888,38733
502408,9888,38667
502409,9888,37834
502410,9889,38303
502411,9889,40645
502412,9890,38857
502413,9890,37350
502414,9890,38506
502415,9891,37850
502416,9891,38070
502417,9891,40162
502418,9892,40646
502419,9892,39196
502420,9892,38458
502421,9893,37857
502422,9893,40647
502423,9893,40039
502424,9894,37373
502425,9894,37799
502426,9894,39380
502427,9895,39142
502428,9895,37352
502429,9895,39015
502430,9896,38053
502431,9896,36692
502432,9896,37973
502433,9897,37767
502434,9897,40648
502435,9897,40649
502436,9898,37810
502437,9898,40321
502438,9898,38473
502439,9899,40209
502440,9899,40650
502441,9899,37921
502442,9900,39533
502443,9900,37144
502444,9900,36641
502445,9901,37350
502446,9901,37157
502447,9901,40651
502448,9902,39762
502449,9902,37813
502450,9902,37990
502451,9903,38533
502452,9903,38194
502453,9903,38164
502454,9904,37818
502455,9904,37144
502456,9904,38199
502457,9905,37316
502458,9905,38214
502459,9905,40652
502460,9906,39122
502461,9906,39307
502462,9906,37990
502463,9907,38351
502464,9907,37800
502465,9907,40653
502466,9908,40654
502467,9908,39045
502468,9908,40655
502469,9909,38648
502470,9909,37921
502471,9909,37103
502472,9910,38790
502473,9910,39381
502474,9910,37129
502475,9911,40656
502476,9911,38698
502477,9911,37810
502478,9912,37910
502479,9912,40657
502480,9912,37828
502481,9913,38403
502482,9913,39780
502483,9913,38486
502484,9914,38390
502485,9914,36811
502486,9914,40275
502487,9915,40658
502488,9915,38799
502489,9915,36662
502490,9916,39109
502491,9916,36740
502492,9916,39110
502493,9917,40659
502494,9917,38403
502495,9917,39485
502496,9918,40660
502497,9918,40661
502498,9918,39932
502499,9919,38595
502500,9919,36852
502501,9919,40662
502502,9920,39266
502503,9920,36932
502504,9920,39164
502505,9921,37812
502506,9921,39436
502507,9921,40663
502508,9922,36953
502509,9922,38488
502510,9922,39822
502511,9923,40664
502512,9923,38118
502513,9923,38780
502514,9924,36591
502515,9924,40665
502516,9924,37987
502517,9925,40360
502518,9925,40666
502519,9925,37990
502520,9926,38667
502521,9926,37850
502522,9926,37868
502523,9927,40667
502524,9927,40668
502525,9927,36667
502526,9928,37928
502527,9928,36601
502528,9928,39284
502529,9929,37956
502530,9929,37205
502531,9929,37839
502532,9930,37976
502533,9930,38902
502534,9930,40661
502535,9931,40669
502536,9931,40670
502537,9931,37886
502538,9932,37850
502539,9932,39339
502540,9932,37955
502541,9933,37850
502542,9933,37767
502543,9933,38667
502544,9934,37767
502545,9934,40671
502546,9934,39402
502547,9935,37850
502548,9935,38462
502549,9935,38932
502550,9936,37810
502551,9936,40160
502552,9936,38089
502553,9937,40162
502554,9937,39786
502555,9937,38515
502556,9938,40502
502557,9938,38060
502558,9938,37127
502559,9939,40672
502560,9939,40673
502561,9939,36690
502562,9940,40674
502563,9940,40675
502564,9940,37767
502565,9941,37806
502566,9941,37781
502567,9941,37421
502568,9942,38921
502569,9942,37800
502570,9942,40676
502571,9943,40677
502572,9943,37756
502573,9943,40627
502574,9944,38270
502575,9944,38955
502576,9944,39023
502577,9945,40678
502578,9945,38169
502579,9945,37579
502580,9946,37844
502581,9946,40679
502582,9946,38453
502583,9947,36662
502584,9947,39252
502585,9947,39463
502586,9948,37807
502587,9948,40309
502588,9948,38097
502589,9949,38866
502590,9949,40680
502591,9949,40681
502592,9950,37893
502593,9950,36953
502594,9950,40682
502595,9951,39858
502596,9951,39859
502597,9951,37921
502598,9952,38075
502599,9952,37471
502600,9952,36690
502601,9953,38902
502602,9953,37770
502603,9953,36655
502604,9954,40683
502605,9954,38648
502606,9954,40684
502607,9955,40529
502608,9955,40685
502609,9955,40686
502610,9956,37809
502611,9956,40082
502612,9956,39071
502613,9957,38148
502614,9957,38037
502615,9957,38854
502616,9958,36601
502617,9958,36662
502618,9958,40687
502619,9959,37762
502620,9959,38308
502621,9959,38459
502622,9960,40688
502623,9960,40307
502624,9960,40689
502625,9961,37888
502626,9961,40690
502627,9961,37969
502628,9962,37100
502629,9962,37828
502630,9962,37892
502631,9963,39469
502632,9963,38027
502633,9963,37767
502634,9964,37841
502635,9964,37767
502636,9964,37882
502637,9965,38270
502638,9965,37956
502639,9965,40293
502640,9966,37850
502641,9966,38070
502642,9966,37955
502643,9967,39936
502644,9967,40691
502645,9967,37144
502646,9968,36648
502647,9968,40692
502648,9968,40693
502649,9969,36591
502650,9969,36690
502651,9969,40694
502652,9970,37790
502653,9970,37904
502654,9970,39330
502655,9971,40695
502656,9971,40696
502657,9971,40697
502658,9972,37767
502659,9972,39949
502660,9972,40599
502661,9973,39240
502662,9973,37947
502663,9973,40698
502664,9974,37947
502665,9974,40276
502666,9974,40699
502667,9975,36655
502668,9975,38210
502669,9975,36649
502670,9976,40700
502671,9976,40701
502672,9976,38023
502673,9977,37786
502674,9977,37839
502675,9977,37815
502676,9978,37144
502677,9978,36734
502678,9978,38178
502679,9979,36591
502680,9979,38088
502681,9979,37756
502682,9980,39638
502683,9980,40702
502684,9980,38561
502685,9981,38429
502686,9981,37786
502687,9981,36734
502688,9982,37804
502689,9982,40145
502690,9982,38171
502691,9983,39192
502692,9983,36751
502693,9983,36917
502694,9984,37874
502695,9984,38284
502696,9984,39966
502697,9985,38977
502698,9985,37144
502699,9985,37813
502700,9986,36953
502701,9986,37875
502702,9986,37987
502703,9987,37971
502704,9987,38046
502705,9987,38083
502706,9988,40239
502707,9988,36734
502708,9988,37529
502709,9989,38322
502710,9989,40703
502711,9989,37990
502712,9990,36591
502713,9990,37804
502714,9990,40704
502715,9991,37830
502716,9991,40433
502717,9991,37810
502718,9992,40705
502719,9992,39098
502720,9992,39424
502721,9993,40345
502722,9993,40268
502723,9993,37851
502724,9994,39310
502725,9994,37362
502726,9994,37892
502727,9995,38253
502728,9995,39476
502729,9995,40706
502730,9996,37217
502731,9996,38314
502732,9996,39595
502733,9997,40360
502734,9997,37144
502735,9997,38850
502736,9998,36591
502737,9998,38893
502738,9998,36600
502739,9999,37767
502740,9999,38159
502741,9999,37990
502742,10000,40707
502743,10000,40708
502744,10000,40709
502745,10001,38214
502746,10001,38814
502747,10001,37922
502748,10002,40710
502749,10002,40711
502750,10003,40712
502751,10003,40239
502752,10003,40713
502753,10004,37890
502754,10004,37767
502755,10004,38514
502756,10005,37369
502757,10005,40714
502758,10005,36979
502759,10006,38173
502760,10006,36995
502761,10006,37449
502762,10007,39172
502763,10007,38364
502764,10007,39098
502765,10008,37990
502766,10008,40715
502767,10008,38152
502768,10009,37610
502769,10009,37813
502770,10009,37767
502771,10010,40716
502772,10010,38866
502773,10010,36611
502774,10011,40717
502775,10011,40718
502776,10011,40719
502777,10012,39469
502778,10012,40720
502779,10012,38296
502780,10013,38001
502781,10013,36600
502782,10013,38788
502783,10014,40721
502784,10014,37857
502785,10014,40722
502786,10015,38152
502787,10015,36662
502788,10015,38160
502789,10016,40723
502790,10016,39524
502791,10016,40724
502792,10018,39476
502793,10018,37804
502794,10018,40725
502795,10019,38242
502796,10019,38306
502797,10019,37874
502798,10020,38780
502799,10020,37804
502800,10020,40726
502801,10021,37767
502802,10021,40413
502803,10021,40727
502804,10022,38783
502805,10022,37783
502806,10022,36662
502807,10023,37886
502808,10023,40728
502809,10023,36735
502810,10024,38812
502811,10024,40624
502812,10024,37767
502813,10025,37019
502814,10025,39162
502815,10025,36734
502816,10026,37624
502817,10026,38008
502818,10026,39134
502819,10027,39636
502820,10027,39384
502821,10027,40443
502822,10028,37890
502823,10028,38612
502824,10028,37990
502825,10029,37610
502826,10029,38118
502827,10029,37824
502828,10030,36591
502829,10030,39847
502830,10030,37971
502831,10031,40729
502832,10031,40730
502833,10031,39420
502834,10032,37804
502835,10032,40731
502836,10032,37802
502837,10033,37928
502838,10033,37767
502839,10033,40732
502840,10034,40733
502841,10034,40734
502842,10034,40735
502843,10035,40006
502844,10035,37947
502845,10035,38486
502846,10036,38041
502847,10036,39132
502848,10036,37781
502849,10037,38601
502850,10037,36763
502851,10037,40736
502852,10038,40737
502853,10038,39071
502854,10038,36867
502855,10039,37890
502856,10039,37925
502857,10039,39796
502858,10040,36591
502859,10040,40738
502860,10040,37762
502861,10041,36600
502862,10041,40739
502863,10041,38993
502864,10042,38237
502865,10042,38029
502866,10043,39655
502867,10043,37144
502868,10043,39553
502869,10044,37904
502870,10044,40351
502871,10044,37665
502872,10045,36591
502873,10045,36611
502874,10045,38454
502875,10046,38028
502876,10046,37350
502877,10046,39207
502878,10047,38527
502879,10047,40740
502880,10047,40741
502881,10048,36591
502882,10048,38819
502883,10048,37751
502884,10049,38736
502885,10049,37808
502886,10049,37809
502887,10050,37990
502888,10050,39463
502889,10050,39942
502890,10051,37471
502891,10051,37579
502892,10051,37922
502893,10052,38005
502894,10052,38518
502895,10052,39742
502896,10053,37502
502897,10053,38148
502898,10053,38060
502899,10054,36611
502900,10054,38214
502901,10054,40042
502902,10055,40250
502903,10055,38373
502904,10055,38782
502905,10056,40742
502906,10056,39080
502907,10056,38031
502908,10057,37910
502909,10057,40342
502910,10057,38366
502911,10058,40743
502912,10058,38206
502913,10058,39241
502914,10059,40744
502915,10059,38870
502916,10059,40745
502917,10060,40746
502918,10060,37780
502919,10060,40747
502920,10061,38240
502921,10061,38738
502922,10061,38377
502923,10062,38592
502924,10062,39597
502925,10062,39730
502926,10063,37913
502927,10063,39307
502928,10063,40748
502929,10064,40749
502930,10064,37142
502931,10064,37369
502932,10065,38712
502933,10065,40630
502934,10065,37777
502935,10066,40750
502936,10066,39349
502937,10066,40751
502938,10067,37925
502939,10067,37468
502940,10067,37684
502941,10068,37767
502942,10068,39556
502943,10068,39297
502944,10069,40752
502945,10069,38393
502946,10069,40176
502947,10070,40340
502948,10070,38243
502949,10070,38214
502950,10071,39337
502951,10071,40753
502952,10071,37765
502953,10072,36641
502954,10072,37285
502955,10072,38001
502956,10073,39173
502957,10073,40754
502958,10073,36985
502959,10074,38120
502960,10074,38390
502961,10074,40755
502962,10075,37610
502963,10075,36692
502964,10075,38112
502965,10076,38152
502966,10076,37886
502967,10076,37768
502968,10077,40756
502969,10077,38363
502970,10077,40757
502971,10078,40453
502972,10078,38592
502973,10078,38308
502974,10079,40154
502975,10079,38118
502976,10079,40758
502977,10080,38783
502978,10080,40759
502979,10080,40760
502980,10081,40215
502981,10081,37804
502982,10081,36644
502983,10082,40761
502984,10082,38326
502985,10082,40762
502986,10083,36655
502987,10083,39387
502988,10083,38351
502989,10084,37770
502990,10084,37815
502991,10084,37828
502992,10085,37786
502993,10085,40465
502994,10085,37839
502995,10086,38897
502996,10086,38870
502997,10086,37504
502998,10087,40763
502999,10087,37737
503000,10087,37810
503001,10088,37956
503002,10088,39337
503003,10088,38192
503004,10089,40764
503005,10089,37767
503006,10089,40765
503007,10090,40766
503008,10090,37579
503009,10090,37828
503010,10091,40767
503011,10091,38938
503012,10091,38382
503013,10092,36655
503014,10092,39288
503015,10092,38444
503016,10093,40768
503017,10093,40769
503018,10093,40770
503019,10094,40771
503020,10094,40772
503021,10094,37857
503022,10095,40725
503023,10095,37805
503024,10095,39381
503025,10096,37610
503026,10096,37783
503027,10096,36661
503028,10097,39696
503029,10097,40773
503030,10097,39250
503031,10098,37802
503032,10098,38363
503033,10099,40774
503034,10099,38151
503035,10099,38291
503036,10100,37800
503037,10100,36994
503038,10100,39805
503039,10101,39250
503040,10101,40118
503041,10101,40775
503042,10102,37828
503043,10102,38898
503044,10102,37816
503045,10103,36662
503046,10103,39951
503047,10103,39517
503048,10104,40776
503049,10104,40777
503050,10104,37857
503051,10105,38940
503052,10105,38941
503053,10105,37767
503054,10106,40778
503055,10106,40430
503056,10106,37504
503057,10107,37841
503058,10107,36662
503059,10107,39545
503060,10108,37727
503061,10108,38194
503062,10108,40779
503063,10109,39065
503064,10110,38429
503065,10110,36730
503066,10110,38214
503067,10111,37751
503068,10111,39291
503069,10111,40780
503070,10112,40781
503071,10113,36636
503072,10113,39180
503073,10113,40782
503074,10114,40783
503075,10114,37756
503076,10114,36649
503077,10115,39305
503078,10115,38363
503079,10115,37449
503080,10116,38326
503081,10116,38458
503082,10116,40784
503083,10117,36591
503084,10117,37762
503085,10117,38473
503086,10118,38406
503087,10118,37990
503088,10118,36593
503089,10119,38267
503090,10119,38528
503091,10119,40342
503092,10120,37743
503093,10120,37981
503094,10120,40785
503095,10121,38292
503096,10121,40367
503097,10121,37971
503098,10122,40178
503099,10122,37129
503100,10122,40320
503101,10123,39808
503102,10123,38363
503103,10123,40786
503104,10124,40787
503105,10124,38310
503106,10124,37804
503107,10125,37971
503108,10125,40788
503109,10125,37741
503110,10126,37956
503111,10126,38099
503112,10127,40176
503113,10127,38390
503114,10127,38807
503115,10128,37850
503116,10128,40789
503117,10128,37372
503118,10129,38159
503119,10129,38310
503120,10129,37767
503121,10130,40215
503122,10130,36662
503123,10130,40790
503124,10131,39028
503125,10131,39924
503126,10131,37886
503127,10132,38666
503128,10132,37839
503129,10132,40791
503130,10133,39808
503131,10133,37772
503132,10133,38088
503133,10134,39517
503134,10134,37800
503135,10134,38558
503136,10135,38309
503137,10135,38441
503138,10135,36611
503139,10136,40792
503140,10137,40793
503141,10137,39496
503142,10137,37804
503143,10138,37955
503144,10138,38080
503145,10138,40794
503146,10139,38002
503147,10139,37841
503148,10139,40795
503149,10140,38253
503150,10140,38441
503151,10140,38097
503152,10141,37813
503153,10141,36667
503154,10141,38630
503155,10142,38507
503156,10142,40796
503157,10143,37987
503158,10143,37372
503159,10143,38740
503160,10144,40797
503161,10144,40798
503162,10144,37179
503163,10145,37197
503164,10145,37828
503165,10145,37350
503166,10146,40799
503167,10146,40800
503168,10146,36611
503169,10147,40394
503170,10147,38531
503171,10147,40470
503172,10148,40801
503173,10148,40802
503174,10148,40111
503175,10149,40803
503176,10149,38474
503177,10149,38390
503178,10150,37800
503179,10150,36683
503180,10150,40804
503181,10151,39476
503182,10151,36995
503183,10151,37816
503184,10152,39695
503185,10152,38420
503186,10153,36600
503187,10153,38902
503188,10153,40805
503189,10154,40806
503190,10154,40807
503191,10154,38117
503192,10155,37973
503193,10155,38668
503194,10155,39843
503195,10156,39413
503196,10156,39398
503197,10156,40808
503198,10157,36655
503199,10157,39115
503200,10157,38173
503201,10158,37830
503202,10158,38351
503203,10158,38352
503204,10159,37904
503205,10159,40307
503206,10159,38067
503207,10160,38660
503208,10160,40809
503209,10160,39774
503210,10161,38270
503211,10161,36611
503212,10161,38517
503213,10162,39530
503214,10162,38351
503215,10162,38574
503216,10163,36636
503217,10163,40810
503218,10163,38213
503219,10164,36662
503220,10164,36763
503221,10164,38900
503222,10165,37904
503223,10165,38097
503224,10165,39476
503225,10166,38581
503226,10166,38043
503227,10166,40811
503228,10167,37971
503229,10167,40190
503230,10167,36794
503231,10168,36593
503232,10168,39579
503233,10168,40812
503234,10169,37956
503235,10169,37767
503236,10169,37925
503237,10170,40813
503238,10170,38414
503239,10170,38426
503240,10171,40473
503241,10171,38118
503242,10171,37603
503243,10172,37767
503244,10172,40547
503245,10172,39635
503246,10173,37767
503247,10173,37850
503248,10173,38322
503249,10174,37810
503250,10174,40814
503251,10174,40815
503252,10175,36655
503253,10175,40816
503254,10175,38481
503255,10176,40817
503256,10176,40818
503257,10176,40819
503258,10177,40820
503259,10177,40640
503260,10177,40821
503261,10178,36723
503262,10178,37799
503263,10178,37828
503264,10179,37904
503265,10179,39071
503266,10179,40822
503267,10180,40823
503268,10180,37428
503269,10180,40824
503270,10181,37081
503271,10181,37801
503272,10181,40825
503273,10182,37846
503274,10182,36611
503275,10182,38373
503276,10183,38453
503277,10183,38783
503278,10183,39117
503279,10184,37767
503280,10184,39129
503281,10184,40160
503282,10185,36591
503283,10185,38118
503284,10185,37802
503285,10186,39425
503286,10186,40630
503287,10186,40504
503288,10187,39803
503289,10187,36593
503290,10187,37804
503291,10188,40826
503292,10188,38409
503293,10188,36967
503294,10189,40827
503295,10189,39264
503296,10189,38341
503297,10190,38484
503298,10190,38904
503299,10190,38142
503300,10191,37864
503301,10191,36741
503302,10191,37205
503303,10192,40828
503304,10192,38923
503305,10192,36967
503306,10193,37825
503307,10193,38483
503308,10193,38608
503309,10194,38758
503310,10194,38938
503311,10194,37121
503312,10195,40829
503313,10195,38920
503314,10195,40830
503315,10196,37802
503316,10196,38182
503317,10196,37741
503318,10197,36608
503319,10197,40779
503320,10197,37769
503321,10198,40831
503322,10198,37833
503323,10198,38120
503324,10199,39436
503325,10199,37864
503326,10199,37205
503327,10200,40082
503328,10200,40832
503329,10200,38142
503330,10201,38237
503331,10201,40833
503332,10201,38099
503333,10202,37804
503334,10202,38148
503335,10202,37751
503336,10203,37809
503337,10203,40834
503338,10203,37767
503339,10204,40835
503340,10204,40836
503341,10204,37772
503342,10205,38403
503343,10205,37942
503344,10205,38830
503345,10206,40818
503346,10206,40837
503347,10206,39172
503348,10207,38414
503349,10207,36734
503350,10207,39033
503351,10208,38506
503352,10208,40040
503353,10208,37186
503354,10209,39980
503355,10209,37802
503356,10209,39007
503357,10210,38145
503358,10210,40838
503359,10210,38164
503360,10211,37352
503361,10211,37841
503362,10211,37751
503363,10212,37661
503364,10212,37767
503365,10212,38156
503366,10213,37156
503367,10213,38357
503368,10213,40465
503369,10214,37909
503370,10214,40839
503371,10214,39024
503372,10215,37944
503373,10215,38955
503374,10215,37781
503375,10216,40685
503376,10216,40840
503377,10216,38868
503378,10217,36692
503379,10217,38868
503380,10217,37205
503381,10218,38023
503382,10218,40504
503383,10218,40822
503384,10219,38536
503385,10219,39115
503386,10219,37810
503387,10220,37810
503388,10220,39132
503389,10220,36915
503390,10221,39142
503391,10221,37767
503392,10221,37803
503393,10222,40841
503394,10222,40842
503395,10222,37884
503396,10223,37875
503397,10223,40843
503398,10224,38226
503399,10224,37828
503400,10224,36878
503401,10225,39462
503402,10225,38426
503403,10225,40752
503404,10226,40844
503405,10226,37751
503406,10226,38695
503407,10227,38279
503408,10227,40845
503409,10227,37517
503410,10228,37770
503411,10228,38506
503412,10228,37003
503413,10229,39849
503414,10229,37144
503415,10229,36667
503416,10230,40846
503417,10230,37990
503418,10230,38618
503419,10231,38819
503420,10231,40820
503421,10231,36867
503422,10232,40847
503423,10232,40848
503424,10232,40849
503425,10233,39729
503426,10233,40850
503427,10233,38284
503428,10234,38249
503429,10234,39813
503430,10234,36783
503431,10235,40851
503432,10235,36867
